,MESH:D005923,MESH:D009503,MESH:D016115,MESH:D018476,MESH:C567059,MESH:D010198,MESH:D007898,MESH:C574275,MESH:D001249,MESH:C535836,MESH:D020149,MESH:D009325,MESH:D001943,MESH:D006943,MESH:D013612,MESH:D014517,MESH:D001281,MESH:C537758,MESH:D010391,MESH:D002538,MESH:D058489,MESH:D012770,MESH:D009205,MESH:D018500,MESH:D009374,MESH:C567064,MESH:D007805,MESH:D006332,MESH:D007035,MESH:D009389,MESH:C535531,MESH:D009767,MESH:D000037,MESH:D001002,MESH:D007634,MESH:C535575,MESH:D010212,MESH:D018281,MESH:C566381,MESH:D000544,MESH:D016535,MESH:D005334,MESH:D004830,MESH:D009765,OMIM:613721,MESH:D046628,MESH:D012128,MESH:D005922,MESH:D001927,MESH:D054559,MESH:D001157,MESH:D012220,MESH:C535504,MESH:D066126,MESH:D001254,MESH:D016108,MESH:D006527,MESH:D052496,MESH:D019964,MESH:C566899,MESH:D008268,MESH:D020258,MESH:D000647,MESH:D010300,MESH:D012829,MESH:D006528,MESH:D012131,MESH:D013927,MESH:D008106,MESH:D058447,MESH:D001171,MESH:D001724,MESH:D018754,MESH:D006330,MESH:D020261,MESH:D004443,MESH:D016301,OMIM:168600,OMIM:256600,MESH:D009393,MESH:D006519,MESH:D007674,OMIM:606771,MESH:D003248,MESH:D055963,MESH:D009362,MESH:D002779,MESH:D010922,MESH:D006501,MESH:D001847,MESH:D006967,MESH:D016410,MESH:D009101,MESH:D055501,MESH:D014424,MESH:D056486,MESH:D018879,MESH:D020642,MESH:D060050,MESH:D019969
OMIM:606771,1.5564926,1.7237477,0.05588744,0.47328192,0.3836856,0.7468175,1.8213506,0.4510968,2.4185,0.26408517,1.7798171,2.2672138,3.0071127,1.5956626,0.81205153,0.85577726,1.3628151,0.32981187,0.7639774,1.1205281,0.493179,1.0098135,1.5878074,0.18654719,1.9669447,0.26495215,0.53169346,2.272253,1.8601313,1.0467081,0.6768436,0.80296826,0.5662855,1.1305122,0.9177625,1.851266,1.6288282,1.7653646,0.23299918,2.515644,1.4285645,2.280935,1.6000739,2.7398698,0.7128035,0.7007913,1.7115607,1.3497188,1.7762738,0.08054285,0.56066316,1.1155365,0.39012545,0.31700844,1.4267861,0.20177262,1.7974974,0.7876691,0.4485775,0.30190778,1.1310424,2.0793614,1.8278282,2.4230602,1.4782513,2.7259474,1.1753879,2.0967066,2.8967335,0.24714038,1.8440392,0.678467,1.5631024,1.6273432,1.8504862,0.70704675,0.18185286,0.5731717,0.5760652,1.206695,1.4244139,2.8219187,0.0,0.9206522,0.9803318,2.4206593,2.3493235,1.4114232,1.8010755,0.7125186,2.046971,1.470729,1.8929527,0.7672422,1.4940842,3.1039412,0.63462883,0.9747309,1.443449,2.2131984
MESH:D003248,0.63586515,0.80311614,0.9763639,0.4473945,0.537078,0.17392248,0.90071094,1.3717437,1.4978813,0.6566576,0.85918665,1.3465723,2.0864944,0.6750271,1.7322308,0.06535841,0.44220275,1.2504462,0.15669747,0.19995949,0.4275767,0.08940627,0.66718805,0.73415023,1.0463303,1.1855829,0.3890995,1.351616,0.9395124,0.1262506,0.24395931,0.117743455,0.35447705,0.2100365,0.004980415,0.9306408,0.70820284,0.84473014,0.68782574,1.5950316,0.5079374,1.3602982,0.6794677,1.8192348,1.6333688,1.6213751,0.7909369,0.4291234,0.85565543,0.84040606,0.36017528,0.19496208,1.3107604,0.603749,0.50615317,0.71902007,0.8768605,0.13322312,0.47214255,1.222547,0.21049833,1.1587341,0.9071866,1.5024232,0.557625,1.8053231,0.25483555,1.176071,1.9761124,0.6735869,0.9234069,0.24225958,0.6424719,0.70671076,0.92985874,0.21375503,0.7389431,0.3475778,1.4967089,0.2861378,0.5037901,1.9012927,0.9206522,0.0,0.060084995,1.5000497,1.4286911,0.49080244,0.8804337,0.20838913,1.1263435,0.5501222,0.97232014,1.6877786,0.57349604,2.183309,0.286091,0.054648876,0.52282655,1.2925704
MESH:D055963,0.57619905,0.74343866,1.0360383,0.5070619,0.5966949,0.2335268,0.8410773,1.4314079,1.4382483,0.71630734,0.7995483,1.2869333,2.026873,0.6153937,1.7918228,0.12456805,0.3825165,1.310104,0.21638697,0.14024545,0.48717847,0.029653084,0.6075186,0.79380685,0.9866897,1.2452388,0.4486849,1.291987,0.8798802,0.06642534,0.3035176,0.17740999,0.41406325,0.15045862,0.06264526,0.87099063,0.64855534,0.78509194,0.7474445,1.5354158,0.4482917,1.3006622,0.6198472,1.7596074,1.693084,1.6810923,0.73131144,0.36942413,0.7960149,0.9000449,0.4197423,0.13536733,1.3704127,0.66343975,0.44650444,0.7786512,0.8172186,0.19268954,0.53183615,1.28222,0.15073475,1.0991081,0.84752756,1.4427985,0.49797273,1.7456931,0.19518407,1.1164355,1.9164822,0.73327833,0.86377597,0.30187103,0.58282727,0.6470433,0.87022144,0.27339947,0.7985733,0.40718478,1.5563884,0.22647657,0.44413906,1.8416581,0.9803318,0.060084995,0.0,1.4404211,1.3690567,0.4311446,0.82079774,0.26785982,1.0667115,0.49045745,0.91268283,1.7475017,0.5138668,2.1236565,0.34574717,0.009282055,0.46318004,1.2329582
MESH:D009362,0.86423874,0.6970687,2.4763417,1.9473982,2.0370932,1.6738873,0.5993772,2.8717394,0.0039770617,2.1566362,0.64089835,0.15375122,0.5865094,0.82505494,3.2320526,1.5649676,1.0579304,2.7504358,1.6567245,1.3002154,1.9275652,1.4109225,0.8329546,2.234157,0.45374575,2.685584,1.8890855,0.14862497,0.5605453,1.3740368,1.743902,1.6177487,1.8544565,1.2901903,1.5029597,0.569443,0.7918765,0.6553509,2.1878383,0.09511298,0.99215263,0.1399497,0.82065105,0.3193341,3.1333556,3.1213183,0.7091401,1.0710138,0.6444287,2.3404217,1.860139,1.3051747,2.8107617,2.103698,0.99395895,2.2190392,0.6232368,1.633103,1.9720916,2.722547,1.2897128,0.34135276,0.59300506,0.011295069,0.94247645,0.30536333,1.2453085,0.32404777,0.47614014,2.1735787,0.5766651,1.7422371,0.8576123,0.7934028,0.5702194,1.7136301,2.2389445,1.8475571,2.9966924,1.2140108,0.9963115,0.40134752,2.4206593,1.5000497,1.4404211,0.0,0.07181486,1.009308,0.619664,1.7082675,0.37373182,0.9499886,0.5277573,3.1877093,0.9266352,0.68341523,1.7860546,1.4459747,0.97727144,0.20765738
MESH:D002779,0.7928604,0.6256735,2.4050212,1.8760529,1.9657384,1.602539,0.5279885,2.800411,0.06960365,2.085302,0.56951267,0.08229638,0.65792596,0.7536825,3.160733,1.4936132,0.986562,2.6791053,1.585368,1.2288402,1.8562136,1.3395587,0.7615538,2.1628187,0.38241503,2.614251,1.8177223,0.077185676,0.48922685,1.3026782,1.6725471,1.546386,1.783104,1.2188557,1.4315954,0.49808308,0.72051823,0.5839692,2.1164882,0.16665915,0.92077506,0.06847693,0.7493355,0.39061818,3.0620131,3.0500093,0.6377916,0.99965316,0.573083,2.2690773,1.7887825,1.2338327,2.739428,2.0323806,0.9225984,2.1476889,0.55183995,1.5617353,1.900761,2.6512144,1.2183387,0.270043,0.52159023,0.07424245,0.8710918,0.37676063,1.173968,0.25264773,0.5475444,2.1022487,0.50530744,1.670886,0.78623366,0.7220194,0.49884465,1.6423038,2.1676035,1.7762041,2.9253683,1.1426791,0.9249291,0.47269434,2.3493235,1.4286911,1.3690567,0.07181486,0.0,0.9379241,0.5482869,1.6369044,0.3024037,0.8786275,0.45638666,3.1164026,0.85527265,0.7547406,1.7147151,1.3746197,0.9058909,0.13651536
MESH:D010922,0.14509109,0.31237555,1.4671307,0.9381449,1.0278186,0.6646286,0.40995765,1.862509,1.0071361,1.1474007,0.3684161,0.85581833,1.5957726,0.18430766,2.2228851,0.5557014,0.04884903,1.741203,0.64745903,0.29091984,0.9182968,0.40164545,0.17638782,1.2249122,0.5555786,1.676345,0.8798004,0.8608636,0.44878155,0.36477682,0.7346306,0.60847664,0.845185,0.28102592,0.49368164,0.43987963,0.21747166,0.35396913,1.1785691,1.104312,0.017319674,0.8695385,0.18894401,1.3284882,2.1241424,2.112153,0.3002344,0.0618904,0.3649191,1.3311632,0.8508653,0.29598698,1.8015201,1.0945059,0.01698258,1.2097708,0.38609102,0.62381554,0.96287525,1.7133158,0.28042862,0.66800344,0.41644126,1.0116845,0.06683413,1.3145874,0.23612797,0.685318,1.4853824,1.1643573,0.4326683,0.7329718,0.1516986,0.2159487,0.4390982,0.7044212,1.2296896,0.8382867,1.9874778,0.20488729,0.013009847,1.4105489,1.4114232,0.49080244,0.4311446,1.009308,0.9379241,0.0,0.38969928,0.69898516,0.63560426,0.059512362,0.4815657,2.178562,0.08293398,1.6925616,0.77681386,0.43672043,0.03205082,0.8018684
MESH:D006501,0.24463,0.07754913,1.8567708,1.3278052,1.417478,1.0542796,0.02041328,2.2521617,0.617473,1.5370543,0.02174842,0.46614408,1.2060885,0.2054529,2.6124873,0.9453533,0.4383021,2.1308603,1.0371096,0.6805899,1.3079609,0.7913081,0.21339248,1.6145664,0.16604622,2.0660005,1.2694726,0.47119465,0.05929611,0.75441694,1.1242921,0.9981322,1.2348483,0.6706204,0.8833363,0.05045067,0.17231527,0.035904747,1.5682275,0.71464837,0.37254864,0.47987503,0.20113906,0.938812,2.5137892,2.501776,0.08972209,0.45141,0.02561392,1.7208185,1.2405188,0.6855601,2.1911778,1.4841349,0.3743179,1.599431,0.0050712684,1.013475,1.3525265,2.1029687,0.6700941,0.27834436,0.02718847,0.6220072,0.3228696,0.9249068,0.6257291,0.2956642,1.0957024,1.5539925,0.04312054,1.1226348,0.23801121,0.17379457,0.049711954,1.0940584,1.6193459,1.2279532,2.3771262,0.59442186,0.376703,1.0208839,1.8010755,0.8804337,0.82079774,0.619664,0.5482869,0.38969928,0.0,1.0886525,0.24595037,0.33042037,0.09195812,2.5681734,0.30713663,1.302882,1.1664656,0.82639474,0.3576708,0.4121857
MESH:D001847,0.8440466,1.0112936,0.7682342,0.23928744,0.3288658,0.034727868,1.1089296,1.1635807,1.7060982,0.44851807,1.0673953,1.554788,2.294727,0.8832382,1.5240464,0.14332883,0.6503628,1.0422779,0.051961657,0.4080781,0.21936426,0.29735142,0.87536,0.52599394,1.2545341,0.97741103,0.18084115,1.5598388,1.1477286,0.3342427,0.03577828,0.09071506,0.14624296,0.41814,0.20536503,1.1388373,0.91640073,1.05294,0.4796074,1.8032631,0.7161359,1.568513,0.8876808,2.0274596,1.425273,1.4133006,0.99915284,0.6372632,1.0638552,0.6322199,0.15193477,0.40316388,1.1025804,0.39570108,0.71436286,0.5108201,1.085068,0.07523805,0.26413727,1.0144008,0.41856787,1.3669561,1.1153758,1.7106495,0.76581687,2.013548,0.4629805,1.3842881,2.1843376,0.46550557,1.1316243,0.034328267,0.85067344,0.9148963,1.1380676,0.01088498,0.5307479,0.13937628,1.2885704,0.49428666,0.71198136,2.1095035,0.7125186,0.20838913,0.26785982,1.7082675,1.6369044,0.69898516,1.0886525,0.0,1.3345647,0.7582909,1.1805317,1.4797194,0.7816772,2.391509,0.07819744,0.26235887,0.7310188,1.5008082
MESH:D006967,0.4905352,0.3233643,2.1026602,1.5737059,1.6633894,1.3001876,0.22566675,2.498055,0.37155297,1.7829444,0.2672059,0.22028013,0.960173,0.45135647,2.8583894,1.1912619,0.68422663,2.3767505,1.2830193,0.92650574,1.5538633,1.0372213,0.45925906,1.8604628,0.08015048,2.311895,1.515383,0.22532493,0.18686429,1.0003331,1.3702041,1.2440414,1.4807556,0.91651595,1.1292495,0.19576634,0.41817954,0.28165233,1.8141378,0.4687308,0.6184443,0.2340033,0.44698995,0.6929266,2.7596793,2.7476532,0.33546096,0.69731796,0.27077243,1.9667217,1.4864373,0.9314653,2.437073,1.7300199,0.62023735,1.8453375,0.2495385,1.259393,1.598412,2.3488593,0.9160063,0.032756347,0.21936427,0.37617454,0.56877106,0.67899185,0.87161577,0.04981705,0.8497814,1.7998936,0.20298088,1.3685381,0.4839085,0.4196871,0.1965366,1.3399483,1.8652483,1.4738617,2.6230123,0.84031886,0.62260616,0.7749922,2.046971,1.1263435,1.0667115,0.37373182,0.3024037,0.63560426,0.24595037,1.3345647,0.0,0.5763019,0.1540742,2.8140438,0.55297726,1.0570104,1.4123663,1.0722896,0.6035718,0.16639104
MESH:D016410,0.08584032,0.25315312,1.5264275,0.9974521,1.0871327,0.7239297,0.35068044,1.9218144,0.9478241,1.2067124,0.30913663,0.79652673,1.5364584,0.12499352,2.282207,0.615009,0.10807072,1.8005104,0.7067769,0.35026935,0.97760844,0.46094456,0.11721565,1.2842181,0.4962568,1.7356516,0.9391124,0.80156976,0.38946974,0.42407197,0.7939304,0.6677918,0.90449417,0.3402613,0.55300695,0.38055608,0.15812619,0.29467198,1.2378787,1.0449847,0.042396933,0.8102383,0.12959246,1.2691901,2.1834474,2.1714506,0.24088049,0.121067844,0.3055678,1.3904767,0.910175,0.3552941,1.8608276,1.1537875,0.04472895,1.2690845,0.3268112,0.68313813,1.0221759,1.7726243,0.33973813,0.60867834,0.35715228,0.95239186,0.009029129,1.2552825,0.2953575,0.6260195,1.4260737,1.2236587,0.3733522,0.7922773,0.092475645,0.1566968,0.37979054,0.7637005,1.2889994,0.897592,2.0467837,0.26408717,0.04659669,1.3512183,1.470729,0.5501222,0.49045745,0.9499886,0.8786275,0.059512362,0.33042037,0.7582909,0.5763019,0.0,0.42225477,2.2378492,0.023748325,1.6332598,0.8361078,0.4960147,0.027631268,0.7425492
MESH:D009101,0.33649203,0.16941285,1.9486473,1.419681,1.5093639,1.1461605,0.071654506,2.3440397,0.5255819,1.6289327,0.11317047,0.37427995,1.1142132,0.29730508,2.7043831,1.0372373,0.53018904,2.2227366,1.1289947,0.7724745,1.3998412,0.8831838,0.30522472,1.7064455,0.074128054,2.157879,1.3613516,0.37931672,0.03302613,0.8462999,1.2161704,1.0900145,1.3267293,0.7624789,0.97522324,0.041741237,0.26413804,0.12759829,1.6601123,0.622752,0.46441188,0.38798773,0.2929737,0.8469388,2.6056592,2.593649,0.18142521,0.54327756,0.11672513,1.8127038,1.332406,0.77745575,2.2830565,1.5760055,0.46622905,1.6913154,0.09549802,1.1053635,1.4443944,2.1948464,0.7619695,0.18644622,0.06546655,0.53014964,0.41473415,0.83303416,0.7175891,0.20377716,1.0038292,1.6458737,0.048935287,1.2145116,0.32986808,0.265663,0.042526495,1.1859266,1.7112287,1.31983,2.469002,0.6862935,0.46857053,0.92898756,1.8929527,0.97232014,0.91268283,0.5277573,0.45638666,0.4815657,0.09195812,1.1805317,0.1540742,0.42225477,0.0,2.660044,0.39892468,1.2110245,1.2583388,0.91825306,0.44953024,0.32033008
MESH:D055501,2.323621,2.490877,0.7115459,1.2404747,1.1509026,1.5139871,2.588449,0.31653872,3.1855607,1.0312728,2.5469227,3.0342958,3.7741296,2.362767,0.0676643,1.6229546,2.1299617,0.43772438,1.5311371,1.887694,1.2603824,1.7769786,2.3549447,0.9537502,2.7340236,0.50252116,1.2989058,3.0393302,2.627215,1.8138719,1.4440378,1.5701219,1.3334922,1.8976433,1.6849221,2.6183634,2.3959305,2.5324664,1.0002029,3.282671,2.195687,3.0480163,2.367156,3.506931,0.056636583,0.06706938,2.478641,2.1168628,2.543365,0.8476096,1.3278756,1.8826609,0.37753636,1.084093,2.1939008,0.96897787,2.5646045,1.5548614,1.2157279,0.46548072,1.8982036,2.8464286,2.594945,3.1901333,2.2453828,3.4929924,1.9425051,2.8637853,3.6637633,1.0142918,2.6111271,1.4456465,2.3302221,2.3944645,2.6175783,1.474184,0.94905835,1.3403782,0.19166873,1.9738129,2.1915483,3.5889633,0.7672422,1.6877786,1.7475017,3.1877093,3.1164026,2.178562,2.5681734,1.4797194,2.8140438,2.2378492,2.660044,0.0,2.2611935,3.8710144,1.401796,1.7418864,2.2105803,2.9802449
MESH:D014424,0.0627695,0.22997174,1.5497862,1.020811,1.11051,0.7473089,0.32736886,1.9451714,0.92448014,1.2300795,0.28580722,0.77319926,1.5131179,0.10174465,2.3055842,0.63841003,0.13157195,1.823868,0.7301524,0.3736739,1.0009862,0.48433468,0.09402165,1.307584,0.47291616,1.7590129,0.9624862,0.77822673,0.3661481,0.44748363,0.81730705,0.6911686,0.92787296,0.36362213,0.57639647,0.35723397,0.13486837,0.2713521,1.2612535,1.021632,0.06584503,0.7868952,0.10643278,1.245843,2.2067802,2.1947918,0.21755812,0.14454573,0.28223202,1.4138496,0.93355846,0.37872314,1.8841879,1.1771444,0.06831137,1.2924573,0.30349422,0.7065314,1.0455233,1.7959809,0.36314946,0.58533776,0.3338734,0.92904925,0.017234052,1.2319466,0.31875777,0.6026889,1.4027402,1.2470163,0.35002592,0.8156504,0.06929449,0.13353248,0.35645306,0.78706276,1.3123714,0.9209594,2.0701358,0.28751454,0.070004284,1.3278661,1.4940842,0.57349604,0.5138668,0.9266352,0.85527265,0.08293398,0.30713663,0.7816772,0.55297726,0.023748325,0.39892468,2.2611935,0.0,1.6099342,0.8594689,0.51936597,0.05095642,0.7192136
MESH:D056486,1.5474823,1.3802291,3.1596227,2.6306744,2.7203386,2.357144,1.2826204,3.555018,0.68551123,2.8399127,1.3241662,0.83677334,0.097712055,1.5083123,3.9151936,2.2482088,1.7411512,3.4337194,2.339982,1.9834536,2.6108248,2.0941713,1.5161964,2.9174314,1.1370701,3.36886,2.5723379,0.8317397,1.2438328,2.0572703,2.4271522,2.3010087,2.5377092,1.9734608,2.1862078,1.2527165,1.4751484,1.3386136,2.8710842,0.5884692,1.6754192,0.8230633,1.5038912,0.36418262,3.8166585,3.8046165,1.3924295,1.7542559,1.3277146,3.0236773,2.543367,1.9884139,3.4940367,2.7869883,1.6771722,2.9022932,1.3064827,2.316334,2.6553893,3.4058323,1.9729548,1.0246224,1.2761544,0.68092984,1.6257311,0.37811175,1.9285883,1.0072924,0.20756756,2.8568444,1.2599297,2.425504,1.5408729,1.4766349,1.2535093,2.3969142,2.9222016,2.5308166,3.6799831,1.8972669,1.6795679,0.28237808,3.1039412,2.183309,2.1236565,0.68341523,0.7547406,1.6925616,1.302882,2.391509,1.0570104,1.6332598,1.2110245,3.8710144,1.6099342,0.0,2.4693289,2.1292593,1.6605335,0.8907943
MESH:D018879,0.9218755,1.089141,0.69032925,0.16136357,0.2510979,0.11223392,1.1867416,1.0857109,1.7838923,0.37064934,1.1452062,1.6326059,2.3725154,0.9610467,1.4462414,0.22121999,0.72819734,0.96441436,0.12944609,0.4859316,0.14164084,0.37520206,0.95319843,0.44813052,1.3323361,0.8995532,0.10323312,1.6376448,1.2255208,0.41209817,0.042466868,0.1684382,0.06860767,0.49588647,0.28318936,1.2166494,0.9942117,1.1307514,0.40181008,1.8810422,0.7939581,1.6463233,0.9654586,2.105262,1.3473792,1.3353716,1.0769482,0.71509564,1.1416553,0.5543973,0.074413195,0.48095128,1.0247281,0.31772155,0.79218704,0.43301383,1.1628854,0.15319286,0.18612483,0.9365297,0.49643815,1.4447496,1.193211,1.7884516,0.84364223,2.0913458,0.5407744,1.4621001,2.262136,0.3875636,1.209425,0.044011462,0.92848986,0.99273217,1.2158754,0.07247544,0.45291618,0.06160922,1.2106867,0.5720765,0.78980595,2.1873045,0.63462883,0.286091,0.34574717,1.7860546,1.7147151,0.77681386,1.1664656,0.07819744,1.4123663,0.8361078,1.2583388,1.401796,0.8594689,2.4693289,0.0,0.34012127,0.80883735,1.5785934
MESH:D020642,0.58178693,0.74907434,1.0304396,0.5014533,0.59115565,0.22798394,0.8466595,1.4258142,1.4438149,0.71072626,0.8051139,1.292524,2.0324514,0.6209655,1.7862839,0.11921332,0.38814026,1.3045093,0.21085215,0.14593177,0.4816325,0.035425924,0.6130984,0.7882276,0.9922467,1.2396533,0.4431332,1.2975616,0.8854465,0.07229385,0.29796547,0.17189069,0.40852052,0.15587668,0.05738533,0.8765604,0.65412736,0.7906627,0.7418949,1.5409726,0.4538693,1.3062363,0.62542135,1.7651836,1.6874542,1.6754692,0.7368691,0.3750208,0.80156916,0.8944898,0.41422752,0.1411394,1.3648268,0.6578197,0.45216554,0.77309704,0.8227957,0.18727101,0.52618194,1.2766265,0.15641116,1.1046741,0.8531351,1.4483782,0.5035498,1.7512754,0.200738,1.122015,1.9220681,0.7276783,0.8693456,0.2962996,0.58839923,0.6526499,0.8757831,0.26774493,0.7930108,0.40160003,1.5507853,0.23208387,0.44971466,1.8472232,0.9747309,0.054648876,0.009282055,1.4459747,1.3746197,0.43672043,0.82639474,0.26235887,1.0722896,0.4960147,0.91825306,1.7418864,0.51936597,2.1292593,0.34012127,0.0,0.4687416,1.238534
MESH:D060050,0.11306987,0.280372,1.4991549,0.9701712,1.0598508,0.69665664,0.3779261,1.8945359,0.9751014,1.1794293,0.33638182,0.8237889,1.5637387,0.15227123,2.2549148,0.5877351,0.08080284,1.7732306,0.6794877,0.32295763,0.95032895,0.4336752,0.14437377,1.2569404,0.5235433,1.7083732,0.91183287,0.8288306,0.4167456,0.39680758,0.7666602,0.640506,0.8772167,0.31302568,0.5257138,0.4078452,0.18543762,0.32193395,1.2106005,1.0722739,0.015079166,0.8375055,0.15693249,1.2964553,2.156164,2.1441724,0.26819432,0.09386037,0.33287898,1.3631942,0.8828974,0.32800958,1.8335485,1.126526,0.018296612,1.2418023,0.3540592,0.65585095,0.99489695,1.7453429,0.31246367,0.6359659,0.38441813,0.9796517,0.034821063,1.2825552,0.26813614,0.6532864,1.4533509,1.1963805,0.4006311,0.7650009,0.119664535,0.18393491,0.40706247,0.736441,1.26172,0.87031555,2.019503,0.23688447,0.019073946,1.378513,1.443449,0.52282655,0.46318004,0.97727144,0.9058909,0.03205082,0.3576708,0.7310188,0.6035718,0.027631268,0.44953024,2.2105803,0.05095642,1.6605335,0.80883735,0.4687416,0.0,0.76983184
MESH:D019969,0.6567958,0.48962775,2.268883,1.7399392,1.8296254,1.4664199,0.3919319,2.6642833,0.20543481,1.9491892,0.43348756,0.054631032,0.7939443,0.61758584,3.0245957,1.3575081,0.85046387,2.5429876,1.4492531,1.0927591,1.7201104,1.2034607,0.62554586,2.0266986,0.24645492,2.478129,1.6816257,0.059482817,0.35312876,1.1665695,1.536437,1.4102788,1.6469972,1.0827336,1.295491,0.36204043,0.5844319,0.4479139,1.9803709,0.3025124,0.78471094,0.06816299,0.6131515,0.52670753,2.9258893,2.9138582,0.5016866,0.86356246,0.4369986,2.1329591,1.6526661,1.0977017,2.6033075,1.8962376,0.78647476,2.0115755,0.4158084,1.4256344,1.7646458,2.5150924,1.0822576,0.1339068,0.3855219,0.20996158,0.73503906,0.5127993,1.0378585,0.11679692,0.6835899,1.9661059,0.3692062,1.5347791,0.6501724,0.5859648,0.36282718,1.5061759,2.0314853,1.6400965,2.7892406,1.006544,0.78887194,0.60875326,2.2131984,1.2925704,1.2329582,0.20765738,0.13651536,0.8018684,0.4121857,1.5008082,0.16639104,0.7425492,0.32033008,2.9802449,0.7192136,0.8907943,1.5785934,1.238534,0.76983184,0.0
